path,filename,label,eccentricity,contourArea,contourPerimeter,contourCompactness,contourAspectRatio,contourExtent,Contrast,Dissimilarity,Homogeneity,Energy,Correlation,H_mean,S_mean,V_mean,H_STD,S_STD,V_STD,H_skewness,S_skewness,V_skewness,H_kurtosis,S_kurtosis,V_kurtosis
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_15_IMG_9644.jpg,Phrao District_12_June 2023_MHN_15_IMG_9644.jpg,MHN,2.248892600578929,3003676.0,7346.0,17.96589112807107,1.9878048780487805,0.9987783264335711,9.4520462832805,0.8439724054450249,0.7433700694077248,0.12942748915626756,0.9722964792090889,197.22055053710938,236.28176879882812,241.4588165283203,47.04648679984291,11.299031104594796,8.61270357136791,-1.0694574515404356,0.08747063465143544,-3.4015080938647113,-0.6281840344089709,-1.898284592738132,28.35823958800443
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_15_IMG_9645.jpg,Phrao District_12_June 2023_MHN_15_IMG_9645.jpg,MHN,2.184625732005689,2629720.0,6854.0,17.863999209041268,1.9534883720930232,0.9986981362232582,7.812748447111725,0.8460966785611348,0.7261437516953553,0.11983147156462742,0.9755309553927537,193.253662109375,235.34056091308594,240.44602966308594,45.13359230996183,10.717441682985166,8.401063458392583,-1.1708961516399288,-0.15622165121097178,-2.1822149665713786,-0.4012429295366404,-1.872915774877354,10.13070446209544
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_16_IMG_9646.jpg,Phrao District_12_June 2023_MHN_16_IMG_9646.jpg,MHN,2.5913629674203436,3201904.0,7808.0,19.04019108630365,2.329923273657289,0.9987818987344537,11.22564566512888,1.055386750288359,0.6994398420342871,0.12190373460201179,0.9801331146309925,191.7096405029297,232.2047119140625,233.03695678710938,50.60769346184394,13.85672998347645,11.973879353979957,-0.8044897693566874,0.053991304092520495,-0.9268654177518234,-1.1134419851891386,-1.7994389289741206,4.914399506110741
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_16_IMG_9647.jpg,Phrao District_12_June 2023_MHN_16_IMG_9647.jpg,MHN,2.5478458926466288,3261832.0,7706.0,18.205240490619996,2.0668257756563246,0.9988198497957244,9.676276161812835,0.991618938629382,0.7089103455880029,0.12302758827185331,0.9841467547628324,192.2892608642578,231.6644287109375,230.2733612060547,49.77864231393402,13.78676399277143,14.181053940477929,-0.9621620426023244,0.023533226026352858,-0.5138711618433393,-0.8271595219021832,-1.8818106656744715,0.5377882361872244
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_17_IMG_9648.jpg,Phrao District_12_June 2023_MHN_17_IMG_9648.jpg,MHN,2.4310322200985937,3709846.0,8150.0,17.90438201477905,1.9672489082969433,0.9989025079148135,8.427703632617298,0.9328214959390673,0.7128738708154034,0.13281716285788503,0.9789161458541981,197.75132751464844,235.07373046875,237.66952514648438,47.059383842890455,11.800802413279987,9.066722291944355,-0.714573341497202,0.09904823371809013,-1.962250675848095,-1.2658486137669307,-1.8801015579554783,12.755633053710609
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_17_IMG_9649.jpg,Phrao District_12_June 2023_MHN_17_IMG_9649.jpg,MHN,2.5057121888851603,3958240.0,8396.0,17.809131331096648,1.9350104821802936,0.9989402991440373,11.95307518442432,1.0044841076749407,0.7156965963152407,0.13332968096739523,0.9748549791158461,197.88893127441406,233.99386596679688,236.1184844970703,46.637370092097484,13.167042002219931,11.102753394208102,-0.7116719939510454,0.09540276984647544,-2.153311751388461,-1.299114661235615,-1.879124401781626,12.2677963061723
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_18_IMG_9650.jpg,Phrao District_12_June 2023_MHN_18_IMG_9650.jpg,MHN,2.412700920777363,3992626.0,8510.0,18.138463257014305,2.0450643776824036,0.9989351699649877,10.448969867358795,1.0817574670799792,0.6846170422119024,0.11212547502151586,0.9803735036464579,188.1433563232422,230.7686309814453,231.68234252929688,49.91306806965727,13.448212227007899,11.547335525780179,-1.0582489800101795,-0.06595315211022945,-0.7795793362991934,-0.5556382035617395,-1.8639686814963679,3.007304461277024
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_18_IMG_9651.jpg,Phrao District_12_June 2023_MHN_18_IMG_9651.jpg,MHN,2.403450486367776,3919915.0,8456.0,18.241195536127698,2.078602620087336,0.9989223127387782,10.756064779772284,1.1727513606545656,0.6705926928044157,0.10782083672450435,0.9813015668921032,186.31382751464844,230.5159912109375,230.531494140625,50.244947569958136,13.648198942317018,12.896068332309902,-1.184861723500707,-0.15130798008528448,-0.4105395445945673,-0.2789757206991923,-1.8634604699384882,0.0714074288750397
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_19_IMG_9652.jpg,Phrao District_12_June 2023_MHN_19_IMG_9652.jpg,MHN,2.486156699834044,3188026.0,7646.0,18.337778926520674,2.1097560975609757,0.9988019487131288,13.407461312956638,1.1303889729911658,0.6908276417668435,0.1195210579877432,0.9722516515686268,189.42501831054688,232.9141082763672,237.99288940429688,50.132887913043376,13.963309856468909,9.456680864067444,-1.0546626204808653,-0.07899775724861695,-3.0190391401173033,-0.6509918131910402,-1.8527099051797578,21.644032713289434
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_19_IMG_9653.jpg,Phrao District_12_June 2023_MHN_19_IMG_9653.jpg,MHN,2.3995262888351565,2963350.0,7394.0,18.449132232102183,2.145408163265306,0.9987536433519107,9.77079674884665,1.0702584342560633,0.6821442120077821,0.1110314989138306,0.9792985811252528,187.05844116210938,230.71588134765625,232.7357635498047,46.91964673430956,12.855834746939193,10.716521339078641,-1.2687771402414845,-0.2368909716309558,-0.8111801507410169,-0.12395345738133745,-1.7723476503638922,3.106473893430712
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_1_IMG_9616.jpg,Phrao District_12_June 2023_MHN_1_IMG_9616.jpg,MHN,2.5325819886551533,3462817.0,7964.0,18.31609813628615,2.102803738317757,0.9988511018806969,11.965871074226339,1.118427182453873,0.6834457717298059,0.121345326837272,0.9789794531538857,186.48562622070312,230.87315368652344,233.42318725585938,52.28067889461648,14.134129921593852,11.519429470242262,-1.220719104561181,-0.04246484737598703,-1.1104242794078463,-0.21469629468963491,-1.881647854379515,4.329100068140375
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_1_IMG_9617.jpg,Phrao District_12_June 2023_MHN_1_IMG_9617.jpg,MHN,2.548485679858314,3629665.0,8348.0,19.19987216451105,2.378640776699029,0.9988510776478876,11.407978046304319,1.0315798460928531,0.7081478874210724,0.1483751316751701,0.9809117216569987,190.34124755859375,232.1376495361328,234.83738708496094,53.99542023903691,14.522675384876813,11.78018663485491,-1.0674469972916236,0.1399295064629423,-1.4927718346539316,-0.6615906786402754,-1.890514423926661,4.559022325832724
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_20_IMG_9654.jpg,Phrao District_12_June 2023_MHN_20_IMG_9654.jpg,MHN,2.480401739033635,3612670.0,8066.0,18.00893964851481,2.002232142857143,0.9988846198085328,7.379460423875459,0.8575346321126556,0.7337625902779245,0.1268318381087421,0.9828165201476409,195.3097686767578,233.72433471679688,234.49708557128906,46.41666523257492,11.895702958879879,9.786976224317069,-0.7174635967710217,-0.015387276207639279,-0.32381012132196535,-1.090545403591171,-1.8036505005988581,0.12631418053362964
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_20_IMG_9656.jpg,Phrao District_12_June 2023_MHN_20_IMG_9656.jpg,MHN,2.356582970298839,3519496.0,8006.0,18.21170872193064,2.0689655172413794,0.9988636299134384,6.830479307838362,0.8098534668156523,0.7358417383817539,0.12091216855263971,0.9817265771817809,197.9478302001953,234.51121520996094,235.78237915039062,43.42953231629277,11.341285295264147,9.487962256823593,-0.43633809603054496,-0.07180926777819953,-0.7234119535383113,-1.1382983050235471,-1.691090330288297,0.9318575963666902
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_21_IMG_9657.jpg,Phrao District_12_June 2023_MHN_21_IMG_9657.jpg,MHN,2.400569479840863,2797792.0,7094.0,17.987340016698884,1.9949367088607595,0.9987334632711488,13.697194513528508,1.246561613922539,0.6586301858467984,0.10620355886922261,0.979442627698794,187.14663696289062,229.50341796875,229.6970977783203,50.594979708719,15.162774064180864,14.187118236354587,-1.193003214654938,-0.08136108221593352,-0.975985304565724,-0.28349758730220875,-1.8225939362299992,5.325930443881813
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_21_IMG_9658.jpg,Phrao District_12_June 2023_MHN_21_IMG_9658.jpg,MHN,2.3755346688433807,3230383.0,7568.0,17.72997938634521,1.9078341013824884,0.9988296835538537,7.882397740652683,0.887914609164751,0.7303209074769953,0.13614875786681144,0.9851625783313092,194.34910583496094,232.98020935058594,233.4315643310547,50.19541339480648,12.92630321286446,12.048954015905473,-0.8883425374344615,0.14970462178245397,-0.8918418129271856,-0.969214174418032,-1.8190501478029604,2.6764636436229363
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_22_IMG_9659.jpg,Phrao District_12_June 2023_MHN_22_IMG_9659.jpg,MHN,2.428189792798695,3258820.0,7646.0,17.939412425356416,1.9789719626168225,0.9988279444524134,8.560515847270329,0.9944205353710175,0.6939515833006858,0.11265638639695091,0.9772139802603764,190.58033752441406,234.0982666015625,236.9056396484375,47.55028771524499,11.27439788975801,8.796500737544191,-1.2902683724396922,-0.08926900943472872,-1.785445216053075,-0.027017020729662722,-1.8296945859100417,12.813706866709989
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_22_IMG_9660.jpg,Phrao District_12_June 2023_MHN_22_IMG_9660.jpg,MHN,2.51728715685542,3632650.0,8066.0,17.90988837350144,1.969094922737307,0.9988907477251254,9.318863703263212,1.091012215854486,0.6822760180261441,0.12617281226331795,0.9798975242566037,194.1361083984375,234.32606506347656,235.37107849121094,49.035325362815676,12.048438738368452,11.214043519921256,-1.0024172660703041,0.09916516032666546,-1.1588014349276807,-0.7690499902459149,-1.7711148727517383,2.338189694010656
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_23_IMG_9661.jpg,Phrao District_12_June 2023_MHN_23_IMG_9661.jpg,MHN,2.732747338134904,3224320.0,7598.0,17.90442760023819,1.9672131147540983,0.9988228442560996,10.2828823949923,1.0844945754036945,0.70054614902795,0.1361601038866654,0.9851282447969057,194.75120544433594,232.4996337890625,232.17080688476562,53.43602205859066,14.661790784100997,14.805765538185955,-0.9564737036135469,0.29110044819783015,-1.1655675042721811,-0.9150714302655483,-1.7782976132347605,4.481791251784274
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_23_IMG_9662.jpg,Phrao District_12_June 2023_MHN_23_IMG_9662.jpg,MHN,2.6065622890788136,3225013.0,7508.0,17.479019154341394,1.8198198198198199,0.99883701771078,10.066399161380222,1.109353043300656,0.6888021245654276,0.1376372743861455,0.9869641474128751,190.43185424804688,231.4731903076172,231.53604125976562,57.18945331328922,15.523024111882687,14.916705415114759,-1.2563985483792004,0.29378517483401784,-0.741062137727486,-0.026917292094470913,-1.7238707526381438,0.7487927491593278
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_24_IMG_9663.jpg,Phrao District_12_June 2023_MHN_24_IMG_9663.jpg,MHN,2.641438350760034,3317944.0,7802.0,18.346061295790406,2.11244019138756,0.9988253519278136,12.316449022010783,0.9911334582852818,0.7183598230716836,0.13050376984670806,0.9765168818950994,196.73919677734375,234.43954467773438,233.2459259033203,48.255434408343625,13.01067470152686,12.441548770404221,-0.9541014754868029,0.1267243498528833,-1.2901620704641228,-0.8182944281331279,-1.8638557565800717,7.076206624501568
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_24_IMG_9664.jpg,Phrao District_12_June 2023_MHN_24_IMG_9664.jpg,MHN,2.576753396317999,3208750.0,7634.0,18.162198987144528,2.052757793764988,0.9988115426661786,11.25211111711846,1.003806738994625,0.7041753017077382,0.11846255342698671,0.9785048605821188,193.40133666992188,233.8821563720703,233.22059631347656,49.69194132488938,12.912695886297806,12.301018698513165,-0.9352785115499855,0.10010689670012617,-1.2970040972002996,-0.8950512426102817,-1.7809550060617902,7.878722053970513
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_25_IMG_9665.jpg,Phrao District_12_June 2023_MHN_25_IMG_9665.jpg,MHN,2.548613203955542,3289552.0,7706.0,18.051830766013122,2.016431924882629,0.9988297829055999,10.605038762134775,1.0673728403739005,0.700371084631602,0.13024855214516384,0.9823153024870588,192.61827087402344,232.6516571044922,233.3788299560547,52.60100195367205,13.749965975646926,12.842192269738037,-0.9715673415596191,0.14938971766044767,-0.8955216171160273,-0.7793442829325494,-1.857648390014118,3.1893239401124376
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_25_IMG_9666.jpg,Phrao District_12_June 2023_MHN_25_IMG_9666.jpg,MHN,2.4963021151137896,2901430.0,7358.0,18.659820846961672,2.212041884816754,0.9987332665544506,9.178671950091367,0.9931533995338393,0.702309730524089,0.11429486266574795,0.9809337128705933,191.6842041015625,232.5878143310547,233.29302978515625,46.5192405170374,12.398302508737173,12.574481867590833,-1.0416688428016982,-0.12101309897399315,-1.1724271327306044,-0.6858845360491932,-1.8557294578090584,3.421037365620066
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_26_IMG_9667.jpg,Phrao District_12_June 2023_MHN_26_IMG_9667.jpg,MHN,2.5255552176900204,3154843.0,7592.0,18.269835931613713,2.0878048780487806,0.9987979003621812,7.53227199274321,0.9731411896866663,0.6932550492281747,0.11273866724882878,0.9824701257527595,192.82080078125,233.49899291992188,234.33651733398438,46.63911113742228,11.839179329606726,9.900791488540351,-1.0546741562258444,-0.09617070825411206,-0.3726236155775346,-0.6441079777417151,-1.849962915989298,1.6489080398770906
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_26_IMG_9668.jpg,Phrao District_12_June 2023_MHN_26_IMG_9668.jpg,MHN,2.5768488376849166,3643432.0,8156.0,18.257603270762292,2.0839002267573696,0.9988817031668993,13.596489150807454,1.1345870278258474,0.6910239139950942,0.12024888173590519,0.9736941036964508,186.66136169433594,233.41650390625,237.5868682861328,55.68318114658636,13.387789084325723,11.122349427237536,-1.076247087776636,0.09262321899297994,-2.307537272298933,-0.613542681328155,-1.843986188140584,10.185174559458284
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_27_IMG_9669.jpg,Phrao District_12_June 2023_MHN_27_IMG_9669.jpg,MHN,2.523340879767286,3441271.0,7856.0,17.934285326555216,1.9772727272727273,0.998859572738883,10.673574286332244,1.2097935289311912,0.6659010417926402,0.11946011841925663,0.9840945243540029,187.59622192382812,231.78855895996094,231.42410278320312,55.88596439177443,14.232342973299625,13.740429956645144,-1.09514669087243,0.1030315151116158,-0.5676285035179551,-0.5216734474170122,-1.8461126911977024,0.9234847496133995
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_27_IMG_9670.jpg,Phrao District_12_June 2023_MHN_27_IMG_9670.jpg,MHN,2.4853110381811825,3155662.0,7574.0,18.178586933581606,2.0581113801452786,0.9988010571460223,12.817337817786543,1.3820264892108929,0.6281711333240626,0.10378243435316249,0.98462544149859,177.98350524902344,227.4477081298828,226.20318603515625,58.4565705598379,15.934523502187037,16.554068265187166,-1.3773907616254117,-0.021798413199062307,-0.3319463312012614,0.23457882022422227,-1.780566608978314,0.06662492734962289
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_28_IMG_9671.jpg,Phrao District_12_June 2023_MHN_28_IMG_9671.jpg,MHN,2.5677003084488295,3567697.0,8156.0,18.64517530496564,2.207547169811321,0.9988579910946264,8.152171445477773,1.0445251075307684,0.6849734316929283,0.11857355238030928,0.9851004588280634,186.531005859375,230.55636596679688,230.38609313964844,51.66393505734286,12.807635190255528,11.89625570247614,-1.2180489723141397,-0.021905971608951132,-0.086177423020317,-0.24676509020808535,-1.812886178686092,-0.35190028129919826
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_28_IMG_9672.jpg,Phrao District_12_June 2023_MHN_28_IMG_9672.jpg,MHN,2.6301204277717054,3622090.0,8198.0,18.55481338122465,2.1790697674418604,0.9988693366867153,9.907878985846846,1.1295349595107735,0.6721299392290411,0.11266755452112,0.9811048411199262,185.7578887939453,231.6832733154297,232.02377319335938,51.48258091247929,12.726477794878717,12.068157524912037,-1.0910085017210853,-0.04201455116855466,-0.7404181566629187,-0.5049181333071413,-1.7124563791838814,1.5620885451836415
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_29_IMG_9673.jpg,Phrao District_12_June 2023_MHN_29_IMG_9673.jpg,MHN,2.4537659268153234,3258892.0,7664.0,18.02357856596659,2.0070588235294116,0.9988252151192638,7.477494818699569,0.9009792657872043,0.7125576065966011,0.12502461165866396,0.9824420660328739,195.5513916015625,233.65272521972656,235.66749572753906,47.06907365346912,11.86024433602459,9.504470094271406,-0.7664689510936243,0.01576654109941498,-0.8104358872590977,-1.203850948758972,-1.8758649828250076,4.313368110964859
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_29_IMG_9674.jpg,Phrao District_12_June 2023_MHN_29_IMG_9674.jpg,MHN,2.495854104404197,3204361.0,7700.0,18.502909004322547,2.1625615763546797,0.9987996429163659,8.684291333261292,1.1005716701509112,0.6666571698327582,0.1122072842672803,0.9808433907086719,183.3603973388672,232.57569885253906,236.40802001953125,53.60800118796509,11.954403052831957,9.923417037433122,-1.1868047013629623,-0.05472430368966498,-1.6087682689399614,-0.36246852730683354,-1.7554364086229526,5.793454220915258
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_2_IMG_9618.jpg,Phrao District_12_June 2023_MHN_2_IMG_9618.jpg,MHN,2.3890892236501027,3028672.0,7484.0,18.493338334425122,2.159493670886076,0.9987656702661081,8.322081636269738,0.9206557423827435,0.7171790662464215,0.12637214807670252,0.9789687480877385,196.61285400390625,234.4652099609375,235.4994354248047,45.13727896321926,11.220442316860531,9.80614871698613,-0.7849485617461323,-0.0410377937352431,-0.7799841650084879,-1.032202639324047,-1.8734095144622884,4.800632646286973
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_2_IMG_9619.jpg,Phrao District_12_June 2023_MHN_2_IMG_9619.jpg,MHN,2.4455471057925218,2894410.0,7214.0,17.980105099139376,1.992537313432836,0.9987550111835054,7.541982365556569,0.9115973874231125,0.7075779554096707,0.11481354048559117,0.97612237186311,192.91790771484375,233.89907836914062,236.02154541015625,42.9042172265682,10.037232706795344,9.036382740975226,-1.0499469643790413,-0.24353482929885634,-1.2615125903933184,-0.6995326037373446,-1.8327801886867778,4.719444477611857
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_30_IMG_9675.jpg,Phrao District_12_June 2023_MHN_30_IMG_9675.jpg,MHN,2.5520787626097574,4458106.0,9014.0,18.22572096760373,2.0736196319018405,0.9989898297275991,10.125901561298607,0.9495459528787089,0.7162571536992994,0.1235491423300855,0.9770238158624488,194.99147033691406,232.9236297607422,234.3874053955078,46.06214525470675,12.293498612605593,10.549199081612283,-0.7335234660964475,-0.011846611502847793,-1.6726878728293055,-0.9498228146104584,-1.892201219411644,11.19072191103256
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_30_IMG_9676.jpg,Phrao District_12_June 2023_MHN_30_IMG_9676.jpg,MHN,2.4633801858081603,4605760.0,9032.0,17.711957201417356,1.9017341040462428,0.9990202324068597,7.8411857218377765,0.8223530312860475,0.7482029671617425,0.13845556041509255,0.9789668925255308,205.6767120361328,236.39981079101562,237.62159729003906,42.95197248764739,11.20723898981131,10.199730387984351,0.01748132978098052,0.09168652683680997,-1.3443518339784237,-1.4270170734880903,-1.8866468961155392,4.438141947195356
D:\ProjectMango\output\mango\augmentation-enhancement\MHN\Phrao District_12_June 2023_MHN_3_IMG_9620.jpg,Phrao District_12_June 2023_MHN_3_IMG_9620.jpg,MHN,2.377559887879841,3300637.0,7676.0,17.851395351866927,1.9493087557603688,0.9988382424323856,8.298243809472343,0.8800317636245709,0.7429081128777363,0.13503608813724122,0.9751982456816165,190.7474365234375,235.72021484375,246.55581665039062,55.046848883802774,11.788089042096223,6.545145186866688,-1.4629685103220005,0.21491325839952402,-4.33484596096656,0.37025965165923624,-1.7206524418963924,56.251184844283436
